,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3735,BMW 3 Series 320d,2010,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,14200
5229,BMW 3 Series 320d,2012,73000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,12500
3417,BMW 3 Series 320d,2010,67000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,9250
2543,BMW 3 Series 320d,2013,58000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,195000
3852,BMW 3 Series 320d,2012,55598,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,11500
5470,BMW 3 Series 320d,2010,58000,Diesel,Automatic,First,22.69 kmpl,,190 bhp,5,11500
5365,BMW 3 Series 320d,2009,52100,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5,7500
2866,BMW 3 Series 320d,2009,103905,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,9920
4541,BMW 3 Series 320d,2011,51000,Diesel,Automatic,First,22.69 kmpl,,190 bhp,5,10500
2986,BMW 3 Series 320d,2010,73336,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,10690
20,BMW 3 Series 320d,2014,32982,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,18550
2409,BMW 3 Series 320d,2012,88000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,15000
3038,BMW 3 Series 320d,2013,48183,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,20990
624,BMW 3 Series 320d,2009,137000,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5,9000
4841,BMW 3 Series 320d,2011,89000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,13950
1855,BMW 3 Series 320d,2011,100000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,10900
715,BMW 3 Series 320d Corporate Edition,2013,38998,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,4,17000
3996,BMW 3 Series 320d Corporate Edition,2012,76000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,4,8750
5286,BMW 3 Series 320d Corporate Edition,2008,89000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,4,6300
845,BMW 3 Series 320d Highline,2011,99606,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,10500
1786,BMW 3 Series 320d Highline,2010,83000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,12750
5251,BMW 3 Series 320d Highline,2008,66000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,7250
1424,BMW 3 Series 320d Highline,2009,58557,Diesel,Automatic,Third,16.07 kmpl,1995 CC,181 bhp,5,8000
3377,BMW 3 Series 320d Highline,2009,61500,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,8500
644,BMW 3 Series 320d Highline,2014,69330,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,23500
2925,BMW 3 Series 320d Highline,2011,64000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,10500
1320,BMW 3 Series 320d Luxury Line,2013,37613,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,13950
113,BMW 3 Series 320d Luxury Line,2015,56087,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,20750
1195,BMW 3 Series 320d Luxury Line,2012,65000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,14000
2510,BMW 3 Series 320d Luxury Line,2014,18600,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,21000
766,BMW 3 Series 320d Luxury Line,2016,14351,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,35550
3887,BMW 3 Series 320d Luxury Line,2013,38000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,19500
1390,BMW 3 Series 320d Luxury Line,2013,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,220000
3059,BMW 3 Series 320d Luxury Line,2019,87000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,6670
5328,BMW 3 Series 320d Luxury Line,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,29500
563,BMW 3 Series 320d Luxury Line,2014,47000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,25500
730,BMW 3 Series 320d Luxury Line,2015,58390,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,19860
2963,BMW 3 Series 320d Luxury Line,2017,55389,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,28450
1137,BMW 3 Series 320d Luxury Line,2013,62655,Diesel,Automatic,Fst,18.88 kmpl,1995 CC,184 bhp,5,14500
723,BMW 3 Series 320d Luxury Plus,2015,100000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,24750
2470,BMW 3 Series 320d M Sport,2017,23806,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,33660
819,BMW 3 Series 320d M Sport,2016,38000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,23990
619,BMW 3 Series 320d Prestige,2013,37500,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,16750
5751,BMW 3 Series 320d Prestige,2015,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,22000
2612,BMW 3 Series 320d Prestige,2014,70000,Diesel,Automatic,Fst,18.88 kmpl,1995 CC,184 bhp,5,17550
4964,BMW 3 Series 320d Prestige,2013,71000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,15000
3797,BMW 3 Series 320d Prestige,2015,56000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,22750
4552,BMW 3 Series 320d Sedan,2007,74199,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,9250
2136,BMW 3 Series 320d Sedan,2010,51000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,7750
396,BMW 3 Series 320d Sedan,2011,89616,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,11000
4663,BMW 3 Series 320d Sedan,2008,78000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,7200
1985,BMW 3 Series 320d Sport,2014,48000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,21600
4187,BMW 3 Series 320d Sport,2012,58000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,15300
3030,BMW 3 Series 320d Sport,2012,37000,Diesel,Automatic,Third,22.69 kmpl,1995 CC,190 bhp,5,15000
2822,BMW 3 Series 320d Sport Line,2018,24000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,28000
1483,BMW 3 Series 320d Sport Line,2012,57156,Diesel,Automatic,Second,18.88 kmpl,1995 CC,184 bhp,5,18000
1004,BMW 3 Series 320d Sport Line,2013,21983,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,16500
4510,BMW 3 Series 320d Sport Line,2014,23000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,19900
1349,BMW 3 Series 320d Sport Line,2015,10000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,30000
3644,BMW 3 Series 320d Sport Line,2012,69000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,18500
1723,BMW 3 Series 320d Sport Line,2015,69123,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,19000
4507,BMW 3 Series 320i,2009,40000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5,9500
5701,BMW 3 Series 320i Sedan,2010,70749,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,9860
2499,BMW 3 Series 320i Sedan,2010,59660,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,10490
531,BMW 3 Series 320i Sedan,2010,48394,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,10490
4348,BMW 3 Series 320i Sedan,2011,7000,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,9750
1227,BMW 3 Series 328i Sport Line,2013,49000,Petrol,Automatic,First,14.59 kmpl,1997 CC,245 bhp,5,19000
5082,BMW 3 Series 330 Ci Convertible,2011,31000,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,5,31000
5868,BMW 3 Series 330d Convertible,2014,51240,Diesel,Automatic,First,8.2 kmpl,2993 CC,245 bhp,4,29520
4416,BMW 3 Series GT 320d Luxury Line,2015,36255,Diesel,Automatic,First,19.59 kmpl,1995 CC,184 bhp,5,33000
348,BMW 3 Series Luxury Line,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,25990
458,BMW 3 Series Luxury Line,2016,19235,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,36500
3706,BMW 3 Series Luxury Line,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,29950
5568,BMW 3 Series Luxury Line,2017,34232,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,35840
4795,BMW 3 Series Luxury Line,2018,21936,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,37920
4554,BMW 3 Series Luxury Line,2016,70000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,27000
149,BMW 3 Series Luxury Line,2014,48000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,26500
3581,BMW 3 Series Luxury Line,2016,27000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,35000
5304,BMW 3 Series Luxury Line,2017,21000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,35000
5420,BMW 3 Series Sport,2016,19000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,29990
1005,BMW 5 Series 2003-2012 520d,2013,76000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,19000
5404,BMW 5 Series 2003-2012 520d,2010,170000,Diesel,Automatic,Third,18.48 kmpl,1995 CC,177 bhp,5,12000
291,BMW 5 Series 2003-2012 520d,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,28000
547,BMW 5 Series 2003-2012 520d,2012,59900,Diesel,Automatic,Second,18.48 kmpl,1995 CC,177 bhp,5,18500
2258,BMW 5 Series 2003-2012 520d,2013,78000,Diesel,Automatic,First,18.48 kmpl,19 CC,177 bhp,5,19500
1314,BMW 5 Series 2003-2012 525d,2011,89000,Diesel,Automatic,First,16.73 kmpl,1995 CC,218 bhp,5,16570
4970,BMW 5 Series 2003-2012 525d,2011,101999,Diesel,Automatic,First,16.73 kmpl,1995 CC,218 bhp,5,19990
86,BMW 5 Series 2003-2012 525d,2011,75000,Diesel,Automatic,Second,16.73 kmpl,1995 CC,218 bhp,5,13900
4994,BMW 5 Series 2003-2012 525d,2007,120000,Diesel,Automatic,First,16.73 kmpl,1995 CC,218 bhp,5,10500
3453,BMW 5 Series 2003-2012 530d,2016,18090,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,5,45730
818,BMW 5 Series 2003-2012 530d Highline,2013,108640,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5,23290
1029,BMW 5 Series 2003-2012 530d Highline,2008,112500,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5,7990
4816,BMW 5 Series 2003-2012 540i Sedan,2006,48000,Petrol,Automatic,Second,11.62 kmpl,2979 CC,306 bhp,5,6990
435,BMW 5 Series 2003-2012 GT 530d LE,2011,57832,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,5,25820
1908,BMW 5 Series 2007-2010 525d Sedan,2012,49000,Diesel,Automatic,Second,16.73 kmpl,2495 CC,218 bhp,5,15500
640,BMW 5 Series 2013-2017 520d Luxury Line,2016,19658,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,35840
3633,BMW 5 Series 2013-2017 520d Luxury Line,2016,76467,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,30450
5595,BMW 5 Series 2013-2017 520d Luxury Line,2013,40714,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,24750
2835,BMW 5 Series 2013-2017 520d Luxury Line,2015,14000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,35000
1220,BMW 5 Series 2013-2017 520d Luxury Line,2014,35000,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,23000
1863,BMW 5 Series 2013-2017 520d Luxury Line,2017,19543,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,40500
2523,BMW 5 Series 2013-2017 520d Luxury Line,2016,44001,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,34510
2609,BMW 5 Series 2013-2017 520d Luxury Line,2016,30000,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,31500
2209,BMW 5 Series 2013-2017 520d M Sport,2018,7000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,46000
3590,BMW 5 Series 2013-2017 530d M Sport,2015,65266,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,31750
3014,BMW 5 Series 2013-2017 530d M Sport,2016,19254,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,47700
5946,BMW 5 Series 2013-2017 530d M Sport,2016,16000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,48000
608,BMW 5 Series 2013-2017 530d M Sport,2016,20967,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,44560
2260,BMW 5 Series 520d Luxury Line,2012,95000,Diesel,Automatic,Second,22.48 kmpl,1995 CC,190 bhp,5,17500
3697,BMW 5 Series 520d Luxury Line,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,16500
182,BMW 5 Series 520d Luxury Line,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,33500
4551,BMW 5 Series 520d Luxury Line,2011,51602,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,17270
1689,BMW 5 Series 520d Luxury Line,2018,32586,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,37300
5558,BMW 5 Series 520d Luxury Line,2016,75637,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,30370
984,BMW 5 Series 520d Luxury Line,2012,61240,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,17500
3500,BMW 5 Series 520d Luxury Line,2013,65000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,21260
2445,BMW 5 Series 520d Luxury Line,2013,55000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,21750
1303,BMW 5 Series 520d Luxury Line,2012,44450,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,24680
2742,BMW 5 Series 520d Luxury Line,2013,90000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,19500
2530,BMW 5 Series 520d Sedan,2014,64158,Diesel,Automatic,First,18.48 kmpl,,,,17890
4577,BMW 5 Series 520d Sedan,2012,72000,Diesel,Automatic,Third,18.48 kmpl,,,,13850
3520,BMW 5 Series 520d Sedan,2012,90000,Diesel,Automatic,First,18.48 kmpl,,,,14500
2623,BMW 5 Series 520d Sedan,2012,95000,Diesel,Automatic,Second,18.48 kmpl,,,,18000
5618,BMW 5 Series 520d Sport Line,2017,16485,Diesel,Automatic,First,22.48 kmpl,1995 CC,187.74 bhp,5,42750
1386,BMW 5 Series 520d Sport Line,2019,18373,Diesel,Automatic,First,22.48 kmpl,1995 CC,187.74 bhp,5,45860
2163,BMW 5 Series 523i Sedan,2010,74000,Petrol,Automatic,First,10.8 kmpl,2497 CC,150 bhp,5,12950
1408,BMW 5 Series 523i Sedan,20102010,69300,Petrol,Automatic,Second,10.8 kmpl,2497 CC,150 bhp,5,12500
406,BMW 5 Series 525d Sedan,2013,56000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5,33500
5845,BMW 5 Series 525d Sedan,2013,35000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5,21000
4618,BMW 5 Series 525d Sedan,2013,93000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5,26500
3685,BMW 5 Series 530d Highline Sedan,2010,68000,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5,18000
5175,BMW 5 Series 530d M Sport,2010,58000,Diesel,Automatic,First,18.59 kmpl,2993 CC,265 bhp,5,11750
4821,BMW 6 Series 630i Coupe,2011,5900,Petrol,Automatic,First,7.94 kmpl,4395 CC,450 bhp,4,47500
2089,BMW 6 Series 640d Coupe,2013,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4,45000
326,BMW 6 Series 640d Gran Coupe,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4,49000
5775,BMW 6 Series Gran Coupe,2013,30000,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4,45000
4360,BMW 6 Series Gran Coupe,2018,20004,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4,68940
2515,BMW 6 Series Gran Coupe,2013,21000,Diesel,Automatic,Second,17.54 kmpl,2993 CC,313 bhp,4,44000
4790,BMW 7 Series 2007-2012 730Ld,2009,53000,Diesel,Automatic,First,14.49 kmpl,2993 CC,258 bhp,5,36000
1123,BMW 7 Series 2007-2012 740Li,2008,66000,Petrol,Automatic,Second,8.45 kmpl,2979 CC,321 bhp,5,10750
3341,BMW 7 Series 2007-2012 750Li,2010,50161,Petrol,Automatic,First,8.77 kmpl,4395 CC,402 bhp,5,25930
5702,BMW 7 Series 730Ld,2013,38000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5,45000
1334,BMW 7 Series 730Ld,2011,55000,Diesel,Automatic,Second,16.46 kmpl,2993 CC,258 bhp,5,19500
4387,BMW 7 Series 730Ld,2014,35000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5,52000
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,2012,41100,Diesel,Automatic,First,16.77 kmpl,2993 CC,261.49 bhp,5,26500
2056,BMW 7 Series 730Ld Eminence,2015,29966,Diesel,Automatic,Second,16.77 kmpl,2993 CC,261.49 bhp,5,43600
4204,BMW 7 Series 730Ld Sedan,2010,58000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5,31000
2787,BMW 7 Series 730Ld Sedan,2013,73525,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5,34540
1974,BMW 7 Series 740Li,2018,28060,Petrol,Automatic,First,12.05 kmpl,2979 CC,320 bhp,5,93670
1984,BMW 7 Series 740Li,2017,17465,Petrol,Automatic,First,12.05 kmpl,2979 CC,320 bhp,5,93000
1631,BMW X1 M Sport sDrive 20d,2017,32838,Diesel,Automatic,First,17.05 kmpl,1995 CC,190 bhp,5,30290
1031,BMW X1 sDrive 18i,2012,80000,Petrol,Automatic,First,11.25 kmpl,1995 CC,150 bhp,5,9500
5348,BMW X1 sDrive 20d Exclusive,2012,115000,Diesel,Automatic,Third,15.06 kmpl,1995 CC,177 bhp,5,10000
2585,BMW X1 sDrive 20d Exclusive,2012,65148,Diesel,Automatic,First,15.06 kmpl,1995 CC,177 bhp,5,12750
3834,BMW X1 sDrive 20d Exclusive,2014,54385,Diesel,Automatic,Second,15.06 kmpl,1995 CC,177 bhp,5,17000
584,BMW X1 sDrive 20d Exclusive,2012,15200,Diesel,Automatic,First,15.06 kmpl,1995 CC,177 bhp,5,13500
2304,BMW X1 sDrive 20d Sportline,2015,49000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,22990
583,BMW X1 sDrive 20d Sportline,2016,21000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,33000
3122,BMW X1 sDrive 20d Sportline,2014,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,21500
5587,BMW X1 sDrive 20d Sportline,2013,56683,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,13500
1926,BMW X1 sDrive 20d xLine,2015,42265,Diesel,Automatic,Second,20.68 kmpl,1995 CC,190 bhp,5,22240
4601,BMW X1 sDrive 20d xLine,2019,15456,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,36640
247,BMW X1 sDrive20d,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,18500
3400,BMW X1 sDrive20d,2012,22000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,11500
5301,BMW X1 sDrive20d,2011,72000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,11000
3760,BMW X1 sDrive20d,2012,66000,Diesel,Automatic,Second,17.05 kmpl,95 CC,184 bhp,5,11500
4650,BMW X1 sDrive20d,2012,85000,Diesel,Automatic,Third,17.05 kmpl,1995 CC,184 bhp,5,10000
4052,BMW X1 sDrive20d,2016,45000,Diesel,Automatic,First,,1995 CC,184 bhp,5,28500
4015,BMW X1 sDrive20d,2014,69000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,16250
1702,BMW X1 sDrive20d,2011,62943,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,10950
3556,BMW X1 sDrive20d,2012,63000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,13500
3362,BMW X1 sDrive20d,2013,43000,Diesel,Automatic,First,17.05 kmpl,1995 CC,1 bhp,5,17500
4850,BMW X1 sDrive20d,2012,94000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,12500
4327,BMW X1 xDrive 20d M Sport,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,29000
1828,BMW X1 xDrive 20d xLine,2016,7000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,27750
5727,BMW X1 xDrive 20d xLine,2018,30733,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,29300
5601,BMW X1 xDrive 20d xLine,2017,23000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,28750
5392,BMW X3 xDrive 20d Expedition,2013,98000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,17500
5516,BMW X3 xDrive 20d Luxury Line,2018,1400,Diesel,Automatic,Fst,18.56 kmpl,1995 CC,190 bhp,5,61250
2827,BMW X3 xDrive 20d Luxury Line,2009,58000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,17980
5002,BMW X3 xDrive 20d xLine,2017,36723,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,32570
2466,BMW X3 xDrive20d,2012,108000,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,17500
4993,BMW X3 xDrive20d,2016,45165,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,41750
1508,BMW X3 xDrive20d,2014,41089,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,28790
2962,BMW X3 xDrive20d Advantage Edition,2012,51001,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,17000
4856,BMW X3 xDrive20d xLine,2017,41816,Diesel,Automatic,Fst,18.56 kmpl,1995 CC,190 bhp,5,32780
4708,BMW X3 xDrive30d M Sport,2016,49000,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,45000
271,BMW X3 xDrive30d M Sport,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,45770
842,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2014,47000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,41500
918,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,76000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,58000
593,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2014,19000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,44000
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,35659,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,43780
2654,BMW X5 3.0d,2010,101119,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5,18460
4798,BMW X5 3.0d,2009,110000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5,18000
369,BMW X5 3.0d,2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,235 bhp,5,17750
2993,BMW X5 3.0d,2009,90000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5,17750
4608,BMW X5 3.0d,2009,150000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5,18750
2795,BMW X5 X5 M,2015,69002,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5,50000
4614,BMW X5 X5 M,2017,15000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5,70000
4820,BMW X5 xDrive 30d,2009,110000,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,20000
2311,BMW X5 xDrive 30d,2016,17738,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5,54450
168,BMW X5 xDrive 30d,2015,41000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5,45000
1941,BMW X5 xDrive 30d,2012,66000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5,21000
4417,BMW X5 xDrive 30d,2011,58000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,245 bhp,5,27000
516,BMW X5 xDrive 30d,2011,75000,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,27500
4389,BMW X5 xDrive 30d,2011,124652,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,21990
712,BMW X5 xDrive 30d Design Pure Experience 5 Seater,2015,69000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5,54000
4101,BMW X5 xDrive 30d M Sport,2016,45000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5,57000
5740,BMW X5 xDrive 30d M Sport,2017,21000,Diesel,Automatic,Second,15.97 kmpl,2993 CC,258 bhp,5,55000
1741,BMW X6 xDrive 40d,2013,58000,Diesel,Automatic,First,11.2 kmpl,2993 CC,306 bhp,4,48000
5535,BMW X6 xDrive 40d M Sport,2015,97003,Diesel,Automatic,First,15.87 kmpl,2993 CC,308.43 bhp,5,85000
2547,BMW X6 xDrive 40d M Sport,2016,25000,Diesel,Automatic,First,15.87 kmpl,2993 CC,308.43 bhp,5,60000
3632,BMW X6 xDrive30d,2011,59000,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4,21900
4223,BMW X6 xDrive30d,2014,39626,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4,40660
2276,BMW X6 xDrive30d,2013,45306,Diesel,Automatic,Second,11.2 kmpl,2993 CC,241 bhp,4,42500
5294,BMW Z4 2009-2013 35i,2011,25000,Petrol,Automatic,First,10.37 kmpl,2979 CC,306 bhp,2,30000
4893,BMW Z4 2009-2013 Roadster 2.5i,2018,9952,Petrol,Automatic,First,10.37 kmpl,2979 CC,306 bhp,2,58540
699,Chevrolet Aveo 1.4,2006,78000,Petrol,Manual,Third,14.49 kmpl,1399 CC,92.7 bhp,5,1200
